FileHash,FileName,Dir
5ec06283239a44c048e7755570fe5cca,./.git/logs\HEAD
5ec06283239a44c048e7755570fe5cca,./.git/logs/refs/heads\master
5ec06283239a44c048e7755570fe5cca,./.git/logs/refs/remotes/origin\HEAD
